thread_id	post_id	ade_cui	cui_text	linked_drug
3886	3886_011	0	0	0
3907	3907_013	53888004	Disturbance in sleep behavior	imatinib
3906	3906_008	0	0	0
3894	3894_004	0	0	0
3894	3894_005	0	0	0
3903	3903_002	0	0	0
3899	3899_004	0	0	0
3906	3906_009	0	0	0
3900	3900_005	0	0	0
3899	3899_005	0	0	0
3886	3886_012	0	0	0
3899	3899_006	0	0	0
3900	3900_006	0	0	0
3900	3900_007	0	0	0
3908	3908_007	0	0	0
3903	3903_003	0	0	0
3896	3896_001	0	0	0
3899	3899_007	0	0	0
3899	3899_008	0	0	0
3900	3900_008	0	0	0
3898	3898_001	0	0	0
3892	3892_002	0	0	0
3902	3902_001	0	0	0
3902	3902_002	0	0	0
3902	3902_003	0	0	0
3898	3898_002	0	0	0
3904	3904_001	0	0	0
3904	3904_002	84229001	Fatigue	
3904	3904_003	0	0	0
3904	3904_004	0	0	0
3904	3904_005	0	0	0
3904	3904_006	0	0	0
3907	3907_014	0	0	0
3902	3902_004	0	0	0
3904	3904_007	0	0	0
3904	3904_008	0	0	0
3898	3898_003	0	0	0
3904	3904_009	0	0	0
3906	3906_010	271789005	Dizziness and giddiness	
3904	3904_010	0	0	0
3904	3904_011	0	0	0
3902	3902_005	0	0	0
3902	3902_006	0	0	0
3906	3906_011	0	0	0
3902	3902_007	0	0	0
3904	3904_012	0	0	0
3905	3905_013	0	0	0
3902	3902_008	0	0	0
3903	3903_004	0	0	0
3905	3905_014	0	0	0
3888	3888_001	0	0	0
3898	3898_004	0	0	0
3898	3898_005	0	0	0
3905	3905_015	0	0	0
3903	3903_005	0	0	0
3898	3898_006	0	0	0
3894	3894_006	0	0	0
3902	3902_009	0	0	0
3889	3889_001	0	0	0
3902	3902_010	0	0	0
3902	3902_011	0	0	0
3889	3889_002	0	0	0
3902	3902_012	0	0	0
3893	3893_001	0	0	0
3902	3902_013	0	0	0
3881	3881_001	0	0	0
3881	3881_002	0	0	0
3881	3881_003	0	0	0
3881	3881_004	0	0	0
3881	3881_005	0	0	0
3881	3881_006	0	0	0
3881	3881_007	0	0	0
3881	3881_008	0	0	0
3899	3899_009	0	0	0
3898	3898_007	0	0	0
3881	3881_009	247566002	Hair color change	imatinib
3903	3903_006	0	0	0
3881	3881_010	81000006	Pediculosis capitis	imatinib
3899	3899_010	0	0	0
3902	3902_014	0	0	0
3904	3904_013	0	0	0
3881	3881_011	300439004	Gastrointestinal tract problem	imatinib
3881	3881_011	48167000	Amnesia	imatinib
3881	3881_011	56317004	Alopecia	imatinib
3892	3892_003	0	0	0
3891	3891_001	0	0	0
3891	3891_002	0	0	0
3902	3902_015	0	0	0
3881	3881_012	56317004	Alopecia	imatinib
3903	3903_007	0	0	0
3889	3889_003	0	0	0
3898	3898_008	0	0	0
3881	3881_013	0	0	0
3881	3881_014	238131007	Overweight	imatinib
3890	3890_001	0	0	0
3889	3889_004	0	0	0
3890	3890_002	0	0	0
3902	3902_016	0	0	0
3894	3894_007	0	0	0
3881	3881_015	0	0	0
3890	3890_003	0	0	0
3894	3894_008	0	0	0
3890	3890_004	0	0	0
3898	3898_009	0	0	0
3891	3891_003	0	0	0
3896	3896_002	0	0	0
1605	1605_001	0	0	0
1605	1605_002	0	0	0
3899	3899_011	0	0	0
3900	3900_009	0	0	0
3886	3886_013	271801002	Taste sense altered	imatinib
1605	1605_003	0	0	0
1605	1605_004	0	0	0
3892	3892_004	267036007	Dyspnea	imatinib
3892	3892_004	60728008	Swollen abdomen	imatinib
1605	1605_005	0	0	0
3887	3887_001	0	0	0
3887	3887_002	0	0	0
3887	3887_003	0	0	0
3876	3876_001	0	0	0
3887	3887_004	0	0	0
3887	3887_005	0	0	0
3887	3887_006	0	0	0
3887	3887_007	0	0	0
1605	1605_006	0	0	0
3887	3887_008	0	0	0
3887	3887_009	0	0	0
3887	3887_010	0	0	0
3887	3887_011	60728008	Swollen abdomen	imatinib
3883	3883_001	0	0	0
3883	3883_002	0	0	0
3883	3883_003	0	0	0
3880	3880_001	0	0	0
3883	3883_004	0	0	0
3883	3883_005	0	0	0
3880	3880_002	0	0	0
3883	3883_006	0	0	0
3767	3767_007	0	0	0
3880	3880_003	0	0	0
3887	3887_012	0	0	0
3876	3876_002	0	0	0
3831	3831_001	0	0	0
3831	3831_002	0	0	0
3831	3831_004	0	0	0
3831	3831_005	22253000	Pain	imatinib
3884	3884_001	0	0	0
3831	3831_006	0	0	0
3831	3831_007	246975001	Scleral icterus	imatinib
3880	3880_004	0	0	0
3884	3884_002	0	0	0
3884	3884_003	0	0	0
3884	3884_004	0	0	0
3884	3884_005	0	0	0
3872	3872_001	0	0	0
3872	3872_002	0	0	0
3884	3884_006	0	0	0
3872	3872_003	0	0	0
3884	3884_007	0	0	0
3831	3831_008	0	0	0
3831	3831_009	0	0	0
3831	3831_010	0	0	0
3884	3884_008	0	0	0
3831	3831_011	0	0	0
3872	3872_004	0	0	0
3884	3884_009	0	0	0
3831	3831_012	0	0	0
3883	3883_007	0	0	0
3883	3883_008	0	0	0
3887	3887_013	0	0	0
1605	1605_007	0	0	0
1605	1605_008	0	0	0
3872	3872_005	0	0	0
3831	3831_013	22253000	Pain	imatinib
3872	3872_006	0	0	0
3872	3872_007	0	0	0
3831	3831_014	0	0	0
3872	3872_008	0	0	0
3883	3883_009	0	0	0
3831	3831_015	80967001	Dental caries	imatinib
3872	3872_009	0	0	0
3831	3831_016	0	0	0
3755	3755_001	0	0	0
3872	3872_010	0	0	0
3891	3891_004	0	0	0
3889	3889_005	0	0	0
3755	3755_002	0	0	0
3755	3755_003	0	0	0
3831	3831_017	0	0	0
1605	1605_009	0	0	0
3755	3755_004	0	0	0
3755	3755_005	0	0	0
3867	3867_001	0	0	0
3831	3831_018	27355003	Toothache	imatinib
3776	3776_001	0	0	0
3876	3876_003	0	0	0
3876	3876_004	0	0	0
3831	3831_019	16386004	Dry skin	imatinib
3867	3867_002	68962001	Muscle pain	imatinib
3755	3755_006	0	0	0
3884	3884_010	0	0	0
3755	3755_007	0	0	0
3867	3867_003	0	0	0
3867	3867_004	0	0	0
3876	3876_005	0	0	0
3755	3755_008	0	0	0
3890	3890_005	0	0	0
3871	3871_001	0	0	0
3871	3871_002	0	0	0
3871	3871_003	0	0	0
3871	3871_004	0	0	0
3872	3872_011	0	0	0
3883	3883_010	0	0	0
3871	3871_005	0	0	0
3872	3872_012	0	0	0
3755	3755_009	0	0	0
3875	3875_001	0	0	0
3875	3875_002	84229001	Fatigue	imatinib
3875	3875_003	0	0	0
3871	3871_006	0	0	0
3889	3889_006	0	0	0
3875	3875_004	0	0	0
3887	3887_014	0	0	0
3871	3871_007	0	0	0
3873	3873_001	0	0	0
3873	3873_002	0	0	0
3871	3871_008	0	0	0
3870	3870_002	0	0	0
3873	3873_003	0	0	0
3870	3870_003	0	0	0
3887	3887_015	0	0	0
3870	3870_004	0	0	0
3870	3870_005	0	0	0
3873	3873_004	0	0	0
3888	3888_002	0	0	0
3875	3875_005	0	0	0
3873	3873_005	0	0	0
3878	3878_001	422587007	Nausea	avapritinib
3878	3878_001	62315008	Diarrhea	avapritinib
3873	3873_006	0	0	0
3878	3878_002	0	0	0
3873	3873_007	0	0	0
3875	3875_006	0	0	0
3875	3875_007	84229001	Fatigue	imatinib
3878	3878_003	0	0	0
3878	3878_004	0	0	0
3875	3875_008	0	0	0
3875	3875_009	0	0	0
3875	3875_010	0	0	0
3878	3878_005	0	0	0
3878	3878_006	0	0	0
3875	3875_011	0	0	0
3877	3877_001	0	0	0
3877	3877_002	0	0	0
3877	3877_003	39178003	Emotional impulsivity	imatinib
3877	3877_004	0	0	0
3877	3877_005	0	0	0
3877	3877_006	0	0	0
3877	3877_007	0	0	0
3875	3875_012	0	0	0
3877	3877_008	0	0	0
3870	3870_006	0	0	0
3877	3877_009	0	0	0
3877	3877_010	3253007	Discoloration of skin	imatinib
3878	3878_007	0	0	0
3877	3877_011	0	0	0
3878	3878_008	0	0	0
3755	3755_010	0	0	0
3870	3870_007	0	0	0
3875	3875_013	0	0	0
3871	3871_009	0	0	0
3873	3873_008	0	0	0
3873	3873_009	0	0	0
3876	3876_006	0	0	0
3875	3875_014	0	0	0
3872	3872_013	0	0	0
3874	3874_001	247434009	Wrinkled skin	imatinib
3875	3875_015	84229001	Fatigue	imatinib
3874	3874_002	0	0	0
3874	3874_003	247434009	Wrinkled skin	imatinib
3874	3874_004	271807003	Eruption	regorafenib
3874	3874_004	16386004	Dry skin	regorafenib
3874	3874_004	68225006	Alopecia areata	regorafenib
3874	3874_004	279333002	Pruritus of skin	regorafenib
3886	3886_014	0	0	0
3874	3874_005	43116000	Eczema	imatinib
3874	3874_006	0	0	0
3867	3867_005	386806002	Impaired cognition	avapritinib
3867	3867_005	84229001	Fatigue	avapritinib
3867	3867_005	89362005	Weight loss	avapritinib
3874	3874_007	0	0	0
3884	3884_011	0	0	0
3874	3874_008	0	0	0
3874	3874_009	0	0	0
3874	3874_010	0	0	0
3874	3874_011	0	0	0
3877	3877_012	0	0	0
3877	3877_013	0	0	0
3874	3874_012	0	0	0
3755	3755_011	0	0	0
3874	3874_013	0	0	0
3865	3865_001	0	0	0
3865	3865_002	60728008	Swollen abdomen	
3875	3875_016	0	0	0
3867	3867_006	271807003	Eruption	ripretinib
3867	3867_006	14760008	Constipation	ripretinib
3865	3865_003	0	0	0
3874	3874_014	162397003	Pain in throat	imatinib
3870	3870_008	0	0	0
3865	3865_004	116289008	Abdominal bloating	
3867	3867_007	0	0	0
3875	3875_017	0	0	0
3865	3865_005	0	0	0
3870	3870_009	0	0	0
3877	3877_014	0	0	0
3878	3878_009	0	0	0
3874	3874_015	279333002	Pruritus of skin	imatinib
3874	3874_015	75705005	Red eye	imatinib
3865	3865_006	0	0	0
3877	3877_015	271584002	Cold hands	imatinib
3877	3877_015	18963009	Mood swings	imatinib
3865	3865_007	0	0	0
3881	3881_016	56317004	Alopecia	imatinib
3812	3812_001	0	0	0
3884	3884_012	0	0	0
3812	3812_002	0	0	0
3812	3812_003	0	0	0
3812	3812_004	0	0	0
3812	3812_005	0	0	0
3812	3812_006	267038008	Edema	imatinib
3812	3812_006	371405004	Disorder of eye	imatinib
3812	3812_006	62315008	Diarrhea	imatinib
3812	3812_006	55300003	Cramp	imatinib
3812	3812_007	0	0	0
3865	3865_008	116289008	Abdominal bloating	
3865	3865_008	79890006	Loss of appetite	
3865	3865_008	247347003	Discomfort	
3755	3755_012	0	0	0
3869	3869_001	0	0	0
3812	3812_008	0	0	0
3812	3812_009	95891005	Influenza-like illness	imatinib
3812	3812_009	55300003	Cramp	imatinib
3812	3812_009	84229001	Fatigue	imatinib
3812	3812_009	49563000	Periorbital edema	imatinib
3812	3812_009	62315008	Diarrhea	imatinib
3862	3862_001	267045008	Gastrointestinal symptom	imatinib
3862	3862_001	422587007	Nausea	imatinib
3865	3865_009	0	0	0
3869	3869_002	0	0	0
3862	3862_002	0	0	0
3865	3865_010	0	0	0
3862	3862_003	0	0	0
3812	3812_010	84229001	Fatigue	imatinib
3812	3812_010	55300003	Cramp	imatinib
3862	3862_004	0	0	0
3812	3812_011	422587007	Nausea	imatinib
3812	3812_011	84229001	Fatigue	imatinib
3865	3865_011	116289008	Abdominal bloating	regorafenib
3865	3865_012	0	0	0
3831	3831_020	0	0	0
3869	3869_003	0	0	0
3862	3862_005	0	0	0
3862	3862_006	0	0	0
3878	3878_010	0	0	0
3873	3873_010	0	0	0
3812	3812_012	0	0	0
3884	3884_013	0	0	0
3869	3869_004	0	0	0
3883	3883_011	0	0	0
3869	3869_005	0	0	0
3878	3878_011	0	0	0
3878	3878_012	0	0	0
3881	3881_017	0	0	0
3755	3755_013	0	0	0
3876	3876_007	0	0	0
3881	3881_018	56317004	Alopecia	imatinib
3831	3831_021	0	0	0
3831	3831_022	234947003	Tooth disorder	imatinib
3831	3831_022	87715008	Xerostomia	imatinib
3831	3831_022	27355003	Toothache	imatinib
3880	3880_005	0	0	0
3812	3812_013	0	0	0
3812	3812_014	37796009	Migraine	imatinib
3812	3812_014	449918009	Cramp in lower leg	imatinib
3812	3812_014	422587007	Nausea	imatinib
3812	3812_015	449918009	Cramp in lower leg	imatinib
3812	3812_015	56317004	Alopecia	imatinib
3812	3812_015	84229001	Fatigue	imatinib
3878	3878_013	0	0	0
3812	3812_016	0	0	0
3862	3862_007	422587007	Nausea	imatinib
3862	3862_007	84229001	Fatigue	imatinib
3812	3812_017	0	0	0
3878	3878_014	370143000	Major depressive disorder	avapritinib
3878	3878_014	271807003	Eruption	avapritinib
3879	3879_001	0	0	0
3877	3877_016	0	0	0
3878	3878_015	0	0	0
3862	3862_008	0	0	0
3812	3812_018	0	0	0
3869	3869_006	0	0	0
3862	3862_009	0	0	0
3872	3872_014	0	0	0
3877	3877_017	0	0	0
3876	3876_008	0	0	0
3872	3872_015	0	0	0
3869	3869_007	422587007	Nausea	avapritinib
3869	3869_007	271807003	Eruption	avapritinib
3870	3870_010	0	0	0
3873	3873_011	0	0	0
3864	3864_001	0	0	0
3812	3812_019	0	0	0
3864	3864_002	0	0	0
3864	3864_003	0	0	0
1605	1605_010	0	0	0
1605	1605_011	0	0	0
1605	1605_013	0	0	0
3871	3871_010	0	0	0
3870	3870_011	0	0	0
3868	3868_001	0	0	0
3868	3868_002	0	0	0
3868	3868_004	0	0	0
3864	3864_004	0	0	0
3868	3868_005	0	0	0
3868	3868_006	0	0	0
3868	3868_007	0	0	0
3868	3868_008	0	0	0
3868	3868_009	0	0	0
3868	3868_010	0	0	0
3868	3868_011	0	0	0
3868	3868_012	0	0	0
3776	3776_002	0	0	0
3868	3868_013	0	0	0
3868	3868_014	0	0	0
1605	1605_014	0	0	0
3868	3868_015	0	0	0
3868	3868_016	0	0	0
3864	3864_005	0	0	0
3868	3868_017	0	0	0
3868	3868_018	0	0	0
3868	3868_019	0	0	0
3868	3868_020	0	0	0
3868	3868_021	0	0	0
3868	3868_022	0	0	0
3863	3863_001	0	0	0
3863	3863_002	0	0	0
3863	3863_003	0	0	0
3863	3863_004	0	0	0
3868	3868_023	0	0	0
3862	3862_010	0	0	0
3826	3826_001	0	0	0
3864	3864_006	0	0	0
3863	3863_005	0	0	0
3866	3866_001	0	0	0
3863	3863_006	0	0	0
3847	3847_001	0	0	0
3847	3847_002	0	0	0
3856	3856_001	0	0	0
3847	3847_003	0	0	0
3856	3856_002	0	0	0
3856	3856_003	0	0	0
3863	3863_007	62315008	Diarrhea	sunitinib
3863	3863_007	102616008	Painful mouth	sunitinib
3863	3863_007	47933007	Foot pain	sunitinib
3856	3856_004	0	0	0
3866	3866_002	0	0	0
3847	3847_004	0	0	0
3847	3847_005	0	0	0
3868	3868_024	0	0	0
3856	3856_005	0	0	0
3852	3852_001	0	0	0
3860	3860_001	0	0	0
3856	3856_006	0	0	0
3864	3864_007	0	0	0
3866	3866_003	0	0	0
3866	3866_004	0	0	0
3860	3860_002	0	0	0
3860	3860_003	0	0	0
3860	3860_004	0	0	0
3860	3860_005	0	0	0
3860	3860_006	0	0	0
3860	3860_007	0	0	0
3860	3860_008	0	0	0
3866	3866_005	0	0	0
3860	3860_009	0	0	0
3852	3852_002	0	0	0
3860	3860_010	0	0	0
3856	3856_007	0	0	0
3860	3860_011	0	0	0
3863	3863_008	53057004	Hand pain	sunitinib
3863	3863_008	47933007	Foot pain	sunitinib
3863	3863_008	49650001	Dysuria	sunitinib
3860	3860_012	0	0	0
3860	3860_013	0	0	0
3852	3852_003	0	0	0
3856	3856_008	0	0	0
3826	3826_002	0	0	0
1605	1605_015	0	0	0
3860	3860_014	0	0	0
3860	3860_015	0	0	0
3863	3863_009	0	0	0
3863	3863_010	0	0	0
3861	3861_001	38341003	Hypertensive disorder	sunitinib
3861	3861_001	14304000	Disorder of thyroid gland	sunitinib
3864	3864_008	0	0	0
3861	3861_002	90708001	Kidney disease	sunitinib
3864	3864_009	0	0	0
3860	3860_017	0	0	0
3863	3863_011	0	0	0
3856	3856_009	0	0	0
3718	3718_001	0	0	0
3718	3718_002	0	0	0
3863	3863_012	0	0	0
3861	3861_003	0	0	0
3855	3855_001	0	0	0
3855	3855_002	422587007	Nausea	imatinib
3855	3855_002	84229001	Fatigue	imatinib
3718	3718_003	0	0	0
3863	3863_013	0	0	0
3863	3863_014	0	0	0
3855	3855_003	0	0	0
3855	3855_004	246636008	Hazy vision	imatinib
3718	3718_004	0	0	0
3855	3855_005	0	0	0
3860	3860_018	0	0	0
3718	3718_005	0	0	0
3855	3855_006	0	0	0
3718	3718_006	0	0	0
3861	3861_004	0	0	0
3855	3855_007	0	0	0
3858	3858_001	0	0	0
3855	3855_008	55300003	Cramp	imatinib
3855	3855_008	84229001	Fatigue	imatinib
3718	3718_007	0	0	0
3718	3718_008	0	0	0
3718	3718_009	0	0	0
3852	3852_004	0	0	0
3855	3855_009	0	0	0
3847	3847_006	0	0	0
3855	3855_010	0	0	0
3846	3846_001	0	0	0
3846	3846_002	0	0	0
3846	3846_003	0	0	0
3846	3846_004	0	0	0
3846	3846_005	0	0	0
3846	3846_006	0	0	0
3846	3846_007	0	0	0
3846	3846_008	0	0	0
3858	3858_002	0	0	0
3846	3846_009	0	0	0
3846	3846_010	0	0	0
3846	3846_011	0	0	0
3846	3846_012	0	0	0
3846	3846_013	0	0	0
3854	3854_001	258155009	Photosensitization due to sun	imatinib
3854	3854_002	0	0	0
3854	3854_003	90128006	Photosensitivity	imatinib
3854	3854_004	0	0	0
3854	3854_005	277797007	Thin skin	imatinib
3854	3854_006	0	0	0
3854	3854_007	372130007	Malignant neoplasm of skin	imatinib
3854	3854_007	398979000	Pale complexion	imatinib
3854	3854_007	56317004	Alopecia	imatinib
3854	3854_008	398979000	Pale complexion	imatinib
3854	3854_009	0	0	0
3854	3854_010	125666000	Burn	imatinib
3851	3851_001	0	0	0
3854	3854_011	0	0	0
3851	3851_002	0	0	0
3851	3851_003	0	0	0
3854	3854_012	0	0	0
3851	3851_004	0	0	0
3854	3854_013	0	0	0
3846	3846_014	0	0	0
3854	3854_014	64144002	Pruritic rash	imatinib
3854	3854_015	0	0	0
3851	3851_005	0	0	0
3854	3854_016	0	0	0
3851	3851_006	0	0	0
3854	3854_017	0	0	0
3853	3853_001	0	0	0
3854	3854_018	0	0	0
3853	3853_002	0	0	0
3854	3854_019	0	0	0
3846	3846_015	0	0	0
3854	3854_020	0	0	0
3854	3854_021	367391008	Malaise	imatinib
3767	3767_017	0	0	0
3853	3853_003	0	0	0
3854	3854_022	0	0	0
3833	3833_001	0	0	0
3854	3854_023	125666000	Burn	imatinib
3854	3854_024	0	0	0
3853	3853_004	0	0	0
3851	3851_007	0	0	0
3855	3855_011	0	0	0
3029	3029_001	0	0	0
3029	3029_002	0	0	0
3029	3029_003	0	0	0
3846	3846_016	0	0	0
3851	3851_008	0	0	0
3029	3029_004	0	0	0
3029	3029_005	0	0	0
3832	3832_001	0	0	0
3029	3029_006	0	0	0
3029	3029_007	0	0	0
3832	3832_002	0	0	0
3832	3832_003	0	0	0
3029	3029_008	0	0	0
3029	3029_009	0	0	0
3846	3846_018	0	0	0
3852	3852_005	0	0	0
350	350_001	249366005	Bleeding from nose	
3029	3029_010	65124004	Swelling	imatinib
350	350_002	0	0	0
3029	3029_011	0	0	0
350	350_003	64531003	Nasal discharge	
350	350_004	0	0	0
350	350_005	0	0	0
3029	3029_012	0	0	0
3029	3029_013	0	0	0
3852	3852_006	0	0	0
3844	3844_015	0	0	0
350	350_006	0	0	0
382	382_001	0	0	0
382	382_002	0	0	0
3818	3818_001	0	0	0
382	382_003	0	0	0
382	382_004	0	0	0
382	382_005	0	0	0
3818	3818_002	0	0	0
382	382_006	0	0	0
3818	3818_003	0	0	0
382	382_007	0	0	0
382	382_008	0	0	0
3831	3831_023	0	0	0
382	382_009	0	0	0
382	382_010	0	0	0
382	382_011	0	0	0
382	382_012	0	0	0
382	382_013	0	0	0
3832	3832_004	0	0	0
350	350_007	161891005	Backache	
350	350_007	22253000	Pain	
3849	3849_001	0	0	0
3841	3841_001	0	0	0
3844	3844_016	0	0	0
3841	3841_002	0	0	0
3844	3844_017	0	0	0
3847	3847_007	0	0	0
3847	3847_008	0	0	0
3835	3835_001	0	0	0
3841	3841_003	0	0	0
3835	3835_002	271801002	Taste sense altered	imatinib
3818	3818_004	0	0	0
3846	3846_019	0	0	0
3838	3838_001	0	0	0
3835	3835_003	271801002	Taste sense altered	imatinib
3838	3838_002	0	0	0
3845	3845_001	0	0	0
3835	3835_004	271801002	Taste sense altered	imatinib
3838	3838_003	0	0	0
3835	3835_005	271801002	Taste sense altered	imatinib
3841	3841_004	0	0	0
3830	3830_001	0	0	0
3841	3841_005	0	0	0
3029	3029_014	0	0	0
3824	3824_001	0	0	0
3824	3824_002	0	0	0
3029	3029_015	0	0	0
3824	3824_003	0	0	0
3839	3839_001	0	0	0
3824	3824_004	0	0	0
3824	3824_005	0	0	0
3835	3835_006	79890006	Loss of appetite	imatinib
3835	3835_006	300306001	Stomach problem	imatinib
3824	3824_006	0	0	0
3824	3824_007	0	0	0
3824	3824_008	0	0	0
3839	3839_002	0	0	0
3824	3824_009	0	0	0
3839	3839_003	0	0	0
3824	3824_010	0	0	0
3824	3824_011	0	0	0
3838	3838_004	0	0	0
3830	3830_002	0	0	0
3824	3824_012	0	0	0
3822	3822_001	0	0	0
3822	3822_002	0	0	0
3822	3822_003	0	0	0
3822	3822_004	0	0	0
3822	3822_005	0	0	0
3839	3839_004	0	0	0
3839	3839_005	0	0	0
3833	3833_002	0	0	0
3841	3841_006	0	0	0
3822	3822_006	0	0	0
3822	3822_007	0	0	0
3822	3822_008	0	0	0
3822	3822_009	0	0	0
3840	3840_001	0	0	0
3832	3832_005	0	0	0
3839	3839_006	0	0	0
3822	3822_010	0	0	0
3825	3825_001	0	0	0
3824	3824_013	0	0	0
3838	3838_005	0	0	0
3825	3825_002	0	0	0
3828	3828_001	0	0	0
3828	3828_002	0	0	0
3825	3825_003	0	0	0
3825	3825_004	0	0	0
3825	3825_005	0	0	0
3825	3825_006	0	0	0
3828	3828_003	0	0	0
3828	3828_004	0	0	0
3824	3824_014	0	0	0
3822	3822_011	0	0	0
3828	3828_005	0	0	0
3825	3825_007	0	0	0
3829	3829_001	195295006	Raynaud's disease	imatinib
3830	3830_003	0	0	0
3829	3829_002	271801002	Taste sense altered	imatinib
3832	3832_006	0	0	0
3829	3829_003	0	0	0
3831	3831_024	86276007	Bleeding gums	imatinib
3829	3829_004	30731004	Glossodynia	imatinib
3825	3825_008	0	0	0
3825	3825_009	0	0	0
3829	3829_005	0	0	0
3828	3828_006	0	0	0
3828	3828_007	0	0	0
3829	3829_006	22253000	Pain	imatinib
3829	3829_006	271801002	Taste sense altered	imatinib
3825	3825_010	0	0	0
3822	3822_012	0	0	0
3271	3271_001	17226007	Adjustment disorder	imatinib
3271	3271_002	0	0	0
3271	3271_003	84229001	Fatigue	imatinib
3271	3271_004	0	0	0
3271	3271_005	68962001	Muscle pain	imatinib
3271	3271_006	0	0	0
3827	3827_001	0	0	0
3271	3271_007	0	0	0
3818	3818_005	0	0	0
3271	3271_008	422587007	Nausea	imatinib
3271	3271_008	422400008	Vomiting	imatinib
3824	3824_015	0	0	0
3825	3825_011	0	0	0
3825	3825_012	0	0	0
3271	3271_009	0	0	0
3271	3271_010	0	0	0
3826	3826_003	0	0	0
3825	3825_013	0	0	0
3824	3824_016	0	0	0
3820	3820_001	0	0	0
3820	3820_002	0	0	0
3824	3824_017	0	0	0
3824	3824_018	0	0	0
3822	3822_013	0	0	0
3271	3271_012	0	0	0
3821	3821_001	0	0	0
3821	3821_002	0	0	0
3821	3821_003	0	0	0
3821	3821_004	0	0	0
3821	3821_005	0	0	0
3821	3821_006	0	0	0
3271	3271_013	0	0	0
3819	3819_001	0	0	0
3819	3819_002	0	0	0
3819	3819_003	0	0	0
3819	3819_004	0	0	0
3819	3819_005	0	0	0
3819	3819_006	0	0	0
3819	3819_007	0	0	0
3822	3822_014	0	0	0
3819	3819_008	285348005	Strain of abdominal muscle	sunitinib
3821	3821_007	0	0	0
3821	3821_008	0	0	0
3822	3822_015	0	0	0
3819	3819_009	0	0	0
3271	3271_014	0	0	0
2231	2231_001	0	0	0
3820	3820_003	56905009	Perforation of intestine	regorafenib
3819	3819_010	8943002	Weight gain	sunitinib
3799	3799_001	0	0	0
3799	3799_002	0	0	0
3799	3799_003	0	0	0
3799	3799_004	0	0	0
3799	3799_005	62315008	Diarrhea	
3799	3799_006	0	0	0
3223	3223_001	0	0	0
3822	3822_016	0	0	0
3223	3223_002	62315008	Diarrhea	imatinib
3799	3799_007	0	0	0
3814	3814_001	0	0	0
3814	3814_002	0	0	0
3799	3799_008	0	0	0
3799	3799_009	0	0	0
3799	3799_010	0	0	0
3821	3821_009	0	0	0
3814	3814_003	0	0	0
3820	3820_004	0	0	0
3819	3819_011	0	0	0
3271	3271_015	0	0	0
3817	3817_001	0	0	0
3800	3800_001	0	0	0
3800	3800_002	0	0	0
3799	3799_011	0	0	0
3817	3817_003	0	0	0
3799	3799_012	0	0	0
3800	3800_003	0	0	0
3799	3799_013	0	0	0
3800	3800_004	0	0	0
3223	3223_003	18963009	Mood swings	imatinib
3815	3815_001	0	0	0
3799	3799_014	0	0	0
3799	3799_015	0	0	0
3800	3800_005	0	0	0
3811	3811_001	0	0	0
3799	3799_016	0	0	0
3799	3799_017	0	0	0
3800	3800_006	0	0	0
3800	3800_007	0	0	0
3223	3223_004	62315008	Diarrhea	imatinib
3745	3745_001	0	0	0
3800	3800_008	0	0	0
3745	3745_002	0	0	0
3811	3811_002	0	0	0
3745	3745_003	22950006	Blindness of one eye	imatinib
3745	3745_003	267038008	Edema	imatinib
3745	3745_003	267728009	Blind or low vision - one eye only	imatinib
3800	3800_009	0	0	0
3812	3812_020	0	0	0
3804	3804_001	0	0	0
3804	3804_002	0	0	0
3804	3804_003	0	0	0
3804	3804_004	0	0	0
3804	3804_005	22253000	Pain	imatinib
3745	3745_004	0	0	0
3804	3804_006	0	0	0
3801	3801_001	0	0	0
3801	3801_002	0	0	0
3801	3801_003	0	0	0
3809	3809_016	0	0	0
3745	3745_005	0	0	0
3809	3809_017	370143000	Major depressive disorder	nilotinib
3810	3810_001	0	0	0
3804	3804_007	0	0	0
3810	3810_002	0	0	0
3801	3801_004	12584003	Bone pain	imatinib
3804	3804_008	0	0	0
3805	3805_001	0	0	0
3801	3801_005	0	0	0
3801	3801_006	0	0	0
3805	3805_002	0	0	0
3805	3805_003	0	0	0
3805	3805_004	0	0	0
3810	3810_003	0	0	0
3810	3810_004	0	0	0
3801	3801_007	0	0	0
3809	3809_018	0	0	0
3808	3808_001	0	0	0
3801	3801_008	0	0	0
3803	3803_001	0	0	0
3803	3803_002	0	0	0
3802	3802_001	0	0	0
3803	3803_003	0	0	0
3805	3805_005	0	0	0
3806	3806_001	0	0	0
3803	3803_004	0	0	0
3798	3798_001	0	0	0
3798	3798_002	0	0	0
3798	3798_003	0	0	0
3802	3802_002	0	0	0
3801	3801_009	0	0	0
3798	3798_004	0	0	0
3803	3803_005	0	0	0
3806	3806_002	0	0	0
3807	3807_001	0	0	0
3803	3803_006	0	0	0
3783	3783_001	0	0	0
3783	3783_002	0	0	0
3783	3783_003	0	0	0
3796	3796_001	0	0	0
3798	3798_005	0	0	0
3796	3796_002	0	0	0
3798	3798_006	0	0	0
3798	3798_007	0	0	0
3796	3796_003	0	0	0
3796	3796_004	0	0	0
3796	3796_005	0	0	0
3783	3783_004	0	0	0
3803	3803_007	0	0	0
3796	3796_006	0	0	0
3796	3796_007	0	0	0
3798	3798_008	271737000	Anemia	
3783	3783_005	0	0	0
3802	3802_003	0	0	0
3796	3796_008	0	0	0
